사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020021500100526,2020년 2월 15일 21시,토요일,경기도 의왕시 삼동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,65세,상해없음,승용,남,57세,경상
2020021800100326,2020년 2월 18일 14시,화요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,남,59세,상해없음,보행자,남,7세,경상
2020021800100683,2020년 2월 18일 20시,화요일,경기도 파주시 목동동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,26세,상해없음,보행자,남,12세,중상
2020021800100744,2020년 2월 18일 22시,화요일,경기도 고양시 일산동구 백석동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승합,남,64세,상해없음,승용,남,44세,경상
2020021900100627,2020년 2월 19일 20시,수요일,경기도 남양주시 퇴계원면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,43세,중상,승용,남,69세,상해없음
2020021900100708,2020년 2월 19일 23시,수요일,경기도 고양시 일산서구 덕이동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,29세,경상
2020022000100314,2020년 2월 20일 13시,목요일,경기도 고양시 일산서구 일산동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,17세,중상
2020022100100506,2020년 2월 21일 19시,금요일,경기도 광주시 경안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,51세,중상
2020022200100298,2020년 2월 22일 15시,토요일,경기도 광주시 경안동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,남,47세,경상,화물,남,55세,상해없음
2020022400100303,2020년 2월 24일 15시,월요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,86세,상해없음,보행자,남,5세,경상
2020022700100137,2020년 2월 27일 09시,목요일,경기도 의정부시 신곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,여,61세,중상
2020022900100130,2020년 2월 29일 11시,토요일,경기도 부천시 상동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,29세,경상,승용,남,26세,상해없음
2020022900100221,2020년 2월 29일 15시,토요일,경기도 성남시 수정구 태평동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,25세,부상신고
2020030100100116,2020년 3월 1일 13시,일요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,이륜,남,34세,경상
2020030100100267,2020년 3월 1일 21시,일요일,경기도 고양시 일산동구 정발산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,이륜,남,21세,경상
2020030300100167,2020년 3월 3일 12시,화요일,경기도 평택시 서정동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,26세,상해없음,보행자,남,5세,부상신고
2020030600100263,2020년 3월 6일 14시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,33세,상해없음,보행자,남,9세,경상
2020030600100412,2020년 3월 6일 17시,금요일,경기도 양주시 백석읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,남,63세,상해없음,보행자,여,5세,경상
2020030700100253,2020년 3월 7일 15시,토요일,경기도 고양시 덕양구 화정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,19세,부상신고,승용,남,50세,상해없음
2020030900100288,2020년 3월 9일 15시,월요일,경기도 성남시 수정구 창곡동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,39세,상해없음,승용,여,35세,중상
2020031400100081,2020년 3월 14일 06시,토요일,경기도 안산시 단원구 신길동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,29세,상해없음,승용,남,52세,경상
2020031900100095,2020년 3월 19일 09시,목요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,40세,중상
2020032100100090,2020년 3월 21일 07시,토요일,경기도 성남시 수정구 단대동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,42세,상해없음,보행자,남,45세,중상
2020032400100361,2020년 3월 24일 16시,화요일,경기도 고양시 일산동구 풍동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,7세,중상
2020032500100082,2020년 3월 25일 08시,수요일,경기도 시흥시 대야동,경상사고,0,0,1,3,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),여,42세,부상신고,승용,여,37세,경상
2020032700100440,2020년 3월 27일 18시,금요일,경기도 포천시 소흘읍,중상사고,0,1,0,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,11세,중상
2020033000100332,2020년 3월 30일 16시,월요일,경기도 성남시 중원구 성남동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,보행자,여,29세,경상
2020040400100212,2020년 4월 4일 12시,토요일,경기도 안산시 단원구 와동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,52세,상해없음,보행자,여,86세,중상
2020040500100073,2020년 4월 5일 07시,일요일,경기도 성남시 수정구 태평동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,36세,상해없음,승용,남,64세,경상
2020040600100434,2020년 4월 6일 18시,월요일,경기도 김포시 운양동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,남,6세,경상
2020040700100374,2020년 4월 7일 17시,화요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,47세,상해없음,보행자,남,11세,경상
2020040800100084,2020년 4월 8일 07시,수요일,경기도 양주시 남면,경상사고,0,0,1,0,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,승용,남,60세,경상
2020041400100544,2020년 4월 14일 21시,화요일,경기도 군포시 부곡동,중상사고,0,1,0,0,차량단독 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,54세,상해없음,,,,
2020041500100449,2020년 4월 15일 21시,수요일,경기도 양주시 덕계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,승용,남,46세,경상
2020041600100098,2020년 4월 16일 09시,목요일,경기도 이천시 모가면,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,42세,상해없음,,,,
2020041600100232,2020년 4월 16일 14시,목요일,경기도 시흥시 신천동,경상사고,0,0,2,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,자전거,남,7세,경상
2020041700100349,2020년 4월 17일 17시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,이륜,남,22세,경상
2020041800100142,2020년 4월 18일 10시,토요일,경기도 광주시 경안동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,자전거,남,9세,경상
2020041900100416,2020년 4월 19일 23시,일요일,경기도 고양시 덕양구 화정동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승합,남,69세,상해없음,보행자,남,44세,중상
2020042100100277,2020년 4월 21일 14시,화요일,경기도 양주시 옥정동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,남,77세,경상
2020042200100405,2020년 4월 22일 18시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,이륜,남,30세,경상
2020042800100426,2020년 4월 28일 17시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승합,남,44세,상해없음,승용,여,54세,경상
2020042800100521,2020년 4월 28일 19시,화요일,경기도 안성시 공도읍,중상사고,0,2,0,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,여,27세,중상,이륜,남,62세,중상
2020042800100577,2020년 4월 28일 21시,화요일,경기도 김포시 대곶면,경상사고,0,0,1,1,차대차 - 추돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,52세,부상신고,이륜,남,33세,경상
2020042900100110,2020년 4월 29일 09시,수요일,경기도 성남시 수정구 태평동,중상사고,0,1,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,여,55세,중상
2020042900100421,2020년 4월 29일 17시,수요일,경기도 부천시 중동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,58세,중상
2020050100100598,2020년 5월 1일 23시,금요일,경기도 의정부시 가능동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,자전거,남,39세,중상
2020050300100204,2020년 5월 3일 14시,일요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,여,57세,경상
2020050500100196,2020년 5월 5일 14시,화요일,경기도 김포시 통진읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,7세,중상
2020050500100244,2020년 5월 5일 16시,화요일,경기도 성남시 수정구 수진동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,이륜,남,48세,부상신고
2020050500100334,2020년 5월 5일 18시,화요일,경기도 양주시 옥정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,이륜,남,30세,경상
2020050600100356,2020년 5월 6일 15시,수요일,경기도 화성시 봉담읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,27세,상해없음,보행자,여,83세,중상
2020050700100233,2020년 5월 7일 11시,목요일,경기도 시흥시 대야동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,이륜,남,44세,중상
2020050700100462,2020년 5월 7일 16시,목요일,경기도 양주시 고읍동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,69세,상해없음,승용,남,30세,경상
2020050700100555,2020년 5월 7일 18시,목요일,경기도 의정부시 신곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,자전거,남,9세,경상
2020050800100364,2020년 5월 8일 16시,금요일,경기도 평택시 합정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,80세,중상,승합,남,54세,상해없음
2020050800100437,2020년 5월 8일 18시,금요일,경기도 광주시 탄벌동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,흐림,교차로 - 교차로부근,화물,남,57세,상해없음,보행자,여,7세,중상
2020051200100203,2020년 5월 12일 10시,화요일,경기도 남양주시 별내동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,보행자,남,13세,중상
2020051200100396,2020년 5월 12일 17시,화요일,경기도 안양시 동안구 평촌동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,여,7세,경상
2020051500100134,2020년 5월 15일 09시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,화물,남,47세,상해없음,승용,남,51세,경상
2020052000100204,2020년 5월 20일 10시,수요일,경기도 양주시 덕정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,보행자,여,71세,중상
2020052100100057,2020년 5월 21일 07시,목요일,경기도 성남시 수정구 복정동,경상사고,0,0,3,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,48세,상해없음,보행자,여,54세,경상
2020052100100490,2020년 5월 21일 18시,목요일,경기도 안산시 상록구 본오동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,17세,상해없음,보행자,남,12세,경상
2020052200100154,2020년 5월 22일 09시,금요일,경기도 고양시 덕양구 화정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,자전거,남,73세,중상
2020052200100380,2020년 5월 22일 15시,금요일,경기도 고양시 일산서구 덕이동,중상사고,0,1,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,43세,중상,승용,여,34세,경상
2020052400100435,2020년 5월 24일 21시,일요일,경기도 평택시 지산동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,23세,기타불명,승용,여,30세,상해없음
2020052500100252,2020년 5월 25일 13시,월요일,경기도 안성시 금광면,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,승용,여,74세,경상
2020052600100565,2020년 5월 26일 22시,화요일,경기도 안산시 단원구 고잔동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,여,53세,경상
2020052700100137,2020년 5월 27일 09시,수요일,경기도 화성시 영천동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,29세,경상,승용,남,29세,경상
2020052900100158,2020년 5월 29일 09시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,보행자,여,4세,경상
2020053000100025,2020년 5월 30일 01시,토요일,경기도 광주시 태전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,55세,상해없음,승용,남,49세,경상
2020053100100474,2020년 5월 31일 22시,일요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대차 - 기타,기타,젖음/습기,비,교차로 - 교차로부근,승용,남,55세,상해없음,이륜,남,21세,경상
2020060100100198,2020년 6월 1일 10시,월요일,경기도 고양시 일산동구 마두동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,자전거,여,77세,경상
2020060100100326,2020년 6월 1일 13시,월요일,경기도 남양주시 별내동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,38세,상해없음,자전거,남,10세,중상
2020060100100444,2020년 6월 1일 16시,월요일,경기도 광주시 경안동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,이륜,남,55세,중상
2020060100100491,2020년 6월 1일 17시,월요일,경기도 광주시 퇴촌면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,69세,상해없음,보행자,여,8세,경상
2020060300100364,2020년 6월 3일 16시,수요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,자전거,남,11세,중상
2020060300100468,2020년 6월 3일 18시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,자전거,남,9세,경상
2020060500100244,2020년 6월 5일 12시,금요일,경기도 성남시 수정구 수진동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,40세,상해없음,승용,남,46세,경상
2020060500100653,2020년 6월 5일 21시,금요일,경기도 부천시 작동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,이륜,남,24세,중상
2020060800100536,2020년 6월 8일 18시,월요일,경기도 안산시 단원구 와동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,9세,경상
2020060800100620,2020년 6월 8일 20시,월요일,경기도 안산시 단원구 선부동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,자전거,남,8세,경상
2020061100100382,2020년 6월 11일 15시,목요일,경기도 고양시 덕양구 행신동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,73세,상해없음,보행자,여,44세,경상
2020061300100569,2020년 6월 13일 20시,토요일,경기도 안산시 상록구 월피동,경상사고,0,0,5,1,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,37세,상해없음,승용,여,50세,경상
2020061300100600,2020년 6월 13일 21시,토요일,경기도 안산시 상록구 월피동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,56세,상해없음,보행자,남,12세,중상
2020061400100405,2020년 6월 14일 19시,일요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로안,이륜,남,61세,상해없음,승용,남,23세,상해없음
2020061500100409,2020년 6월 15일 15시,월요일,경기도 파주시 목동동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,8세,경상
2020061600100449,2020년 6월 16일 17시,화요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,자전거,남,7세,경상
2020061700100266,2020년 6월 17일 12시,수요일,경기도 양주시 남면,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,55세,기타불명,화물,남,29세,경상
2020061700100344,2020년 6월 17일 14시,수요일,경기도 남양주시 별내동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,37세,상해없음,자전거,여,11세,경상
2020062000100039,2020년 6월 20일 02시,토요일,경기도 수원시 권선구 탑동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,18세,상해없음,승용,남,60세,경상
2020062200100607,2020년 6월 22일 18시,월요일,경기도 동두천시 생연동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,보행자,여,10세,경상
2020062300100412,2020년 6월 23일 16시,화요일,경기도 부천시 도당동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승합,남,55세,경상
2020062600100121,2020년 6월 26일 08시,금요일,경기도 수원시 영통구 신동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,남,45세,상해없음,개인형이동수단(PM),남,29세,경상
2020062600100519,2020년 6월 26일 18시,금요일,경기도 시흥시 장곡동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,여,4세,경상
2020062600100557,2020년 6월 26일 18시,금요일,경기도 남양주시 별내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,자전거,남,9세,경상
2020062700100264,2020년 6월 27일 13시,토요일,경기도 성남시 중원구 상대원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,보행자,남,7세,경상
