제목링크,내용
박완수 도지사, <b>어린이 교통사고</b> 제로화 촉진대회 격려,https://n.news.naver.com/mnews/article/003/0012191653?sid=102,박완수 경상남도지사는 일 도청 신관 대강당에서 열린 년 경남녹색어머니연합회 어린이 교통사고 제로화 촉진대회에 참석해 격려했다 이번 대회는 어린이 교통사고 예방에 힘써온 녹색어머니회 회원들을 
구로구, <b>교통</b> 사각지대 '교차로 스마트알림이' 설치,https://www.newsfreezone.co.kr/news/articleView.html?idxno=526606,구로구구청장 문헌일가 교통사고 예방을 위해 운전자에게 보행자와 반대편 차량 접근상황을 알려주는 오가는 어린이보호구역의 꺾인 골목 구간에 교차로 스마트알림이를 설치했다 앞서 구는 주민들의 교통안전을 
김해시, <b>어린이</b>보호구역 '노란색 횡단보도' 전면 설치... &quot;안전한 등하굣길 조...,https://www.viva100.com/main/view.php?key=20231109010002776,노란색 횡단보도는 운전자가 어린이보호구역을 쉽게 인식해 어린이교통사고를 예방하자는 취지에서 도입됐다 도로교통법 시행규칙 개정으로 지난 월부터 시행에 들어갔다 시는 이미 개정안 시행 전인 지난 월 
광산구 유재홍 팀장, 치명적 <b>교통사고</b> 직전 <b>어린이</b> 구출,http://www.sentv.co.kr/news/view/672796,광주 광산구 공무원이 교통사고를 당할뻔한 어린이를 온몸으로 막아내며 구출한 숨은 미담이 전해져 훈훈함을 더하고 있다광산구 교통지도팀 유재홍 팀장이 그 주인공 지난달 일 황룡친수공원에서 제회 광산 
대전경찰, 도심 2곳에 후면 무인<b>교통</b>단속장비 시범운영,http://www.dtnews24.com/news/articleView.html?idxno=758507,건양대병원가수원 어린이보호구역 등 총 개소이며 일부터 개월간 시범운영계도 기간을 거쳐 내년 월 일부터 단속에 들어갈 예정이다 대전경찰청은 대전시교통정책과와 함께 이륜차 사고 예방 난폭운전 
대전시, '후면 무인<b>교통</b>단속장비 시범 운영' 시작,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=742525,관련 교통사고가 꾸준히 증가하고 있다 특히 난폭운전이 기승을 부려 시민들의 안전이 위협받는 실정이다 무인교통단속 카메라를 지난 월 일 어린이보호구역 곳에 설치를 마쳤다 기존 설치된 무인 
대전경찰청, 이륜차 단속 후면 무인<b>교통</b>단속장비 시범운영,https://www.ccdn.co.kr/news/articleView.html?idxno=944854,가수원 어린이보호구역 등 총 개소로 월 일부터 개월간 시범운영 기간을 거쳐 년 월 일부터 단속에 들어갈 예정이다 대전경찰청은 대전시와 함께 이륜차 사고 예방 난폭운전 신호 위반 등 교통단속 
광주 남부경찰서, 등굣길 <b>어린이 교통사고</b> 예방 캠페인,http://www.namdonews.com/news/articleView.html?idxno=746926,남부경찰서 제공 광주 남부경찰서는 일 남구 효덕초등학교 정문에서 등굣길 어린이 교통사고를 예방하고 학교 앞 안전하고 행복한 교통환경 조성을 위한 캠페인을 실시했다고 밝혔다 이날 캠페인에는 남부경찰과 
인천시 동구, <b>어린이</b> 통학로 <b>교통</b>안전 캠페인,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160281185653220,김찬진 구청장은 우리 구는 년 기준 어린이 보호구역 내 세미만 교통사고 제로를 이미 달성하였다며 지속적으로 어린이 통학로 현장점검과 캠페인을 실시하여 우리 아이들이 안전하게 등하교 할 수 있는 
광주 남부경찰서 등굣길 <b>어린이 교통사고</b> 예방 캠페인,http://www.jndn.com/article.php?aid=1699424765373244011,광주 남부경찰서는 일 남구 효덕초등학교 정문에서 등굣길 어린이 교통사고를 예방하고 초등학교 앞 안전하고 행복한 교통환경 조성을 위한 캠페인을 실시했다 이날 캠페인은 광주남부경찰과 효덕초등학교장 
&quot;이륜차도 잡힌다&quot;...대전경찰청 '후면 <b>교통</b>단속카메라' 시범운영,http://www.newspim.com/news/view/20231109000590,교통사고 예방을 위해 이륜차 및 일반차량 교통법규 위반도 함께 단속한다는 방침이다 설치 장소는 서구 둔산동 공작네거리와 관저동 느리울네거리 어린이보호구역 등 곳이다 이번 단속은 오는 일부터 개월간 
인천 동구, <b>어린이</b> 통학로 <b>교통</b>안전 캠페인 실시,https://www.kmaeil.com/news/articleView.html?idxno=424439,김찬진 구청장은 우리 구는 년 기준 어린이 보호구역 내 세미만 교통사고 제로를 이미 달성하였다며 지속적으로 어린이 통학로 현장점검과 캠페인을 실시하여 우리 아이들이 안전하게 등하교 할 수 있는 
용인 흥덕초 녹색어머니회, <b>어린이 교통</b>안전지도 캠페인 전개,https://www.nspna.com/news/?mode=view&newsid=667051,이날 오전 시 반부터 시까지 흥덕초 앞에서 진행된 어린이 교통안전지도 캠페인은 어린이 보호구역 내 교통사고를 방지하고자 계획됐으며 좌우 살피며 길 건너기 보행 시 휴대폰 보지 않기 등의 보행 안전 
구로구, <b>교통</b> 사각지대 스마트알림이 설치…“오류2동 동부그린아파트 정문 앞...,https://n.news.naver.com/mnews/article/028/0002664075?sid=102,교차로 스마트알림이는 교통사고 예방을 위해 운전자에게 보행자와 반대편 차량 접근상황을 알려주는 교통 오가는 어린이보호구역의 꺾인 골목 구간에 교차로 스마트알림이를 설치했다 구는 앞서 주민들의 
이은림 서울시의원 “공원·주차장 중복결정 절반 <b>어린이</b>공원, 안전 문제 심각...,https://n.news.naver.com/mnews/article/081/0003407199?sid=102,이 의원은 최근 어린이 교통사고가 빈번하게 발생하고 있고 어린이의 행동 특성상 발생하는 교통사고 대부분이 대형 인명사고로 이어지고 있다라며 공원의 조성과 관리 책임이 있는 푸른도시여가국에서 어린이 
가평군, <b>교통</b>약자 보행환경개선 나서...사업비 5억여원 투입,https://ilyo.co.kr/?ac=article_view&entry_id=461981,이곳은 가평초등학교 인근 어린이보호구역 내 도로로 최근 년간 부상자가 명에 이르는 등 교통사고가 잦은 지점으로 교통약자 보호 및 사고 예방시스템 설치가 필요해 왔다 이와 함께 군은 어린이 보호구역 인근 
가평군, <b>교통</b>약자 보행환경 조성 나선다,https://www.incheonilbo.com/news/articleView.html?idxno=1219735,이곳은 가평초등학교 인근 어린이보호구역 내 도로로 최근 년간 부상자가 명에 이르는 등 교통사고가 잦은 지점으로 교통약자 보호 및 사고 예방시스템 설치가 필요해 왔다 이와 함께 군은 어린이 보호구역 인근 
&quot;안전하게 등·하교 할 수 있는 환경 조성&quot;… 인천 동구, <b>어린이</b> 통학로 <b>교통</b>...,http://www.joongboo.com/news/articleView.html?idxno=363619974,김찬진구청장은우리구는년기준어린이보호구역내세미만교통사고제로를이미달성하였다며지속적으로어린이통학로현장점검과캠페인을실시해우리아이들이안전하게등하교할수있는교통안전환경을조성하겠다 
LG디스플레이·초록우산 경북지역본부·구미경찰서, 인의초등학교에서 <b>어린이</b>...,https://www.dkilbo.com/news/articleView.html?idxno=419554,디스플레이는 월부터 초록우산 경북지역본부 구미경찰서와 함께 구미시 초등학교 인근에 범죄예방 환경 조성을 위한 방범시설물 설치어린이 교통사고 예방시설물 설치 학교폭력 방지 캠페인 등을 위한  
구미시, <b>교통</b>안전정책 심의 실무위원회 개최,https://www.nspna.com/news/?mode=view&newsid=667110,회의에서는 년 구미시 교통안전시행계획 추진 중간보고 교통사고 다발지점개소 개선안 협의 어린이보호구역 시간제 가변 속도 운영 계획 등 교통사고 예방과 안전대책에 대해 논의했다 최근 이슈인 난폭굉음 
대전경찰청, 이륜차 단속 가능한 '후면 무인<b>교통</b>단속장비' 시범운영,http://www.newstnt.com/news/articleView.html?idxno=317884,건양대병원가가수원가 어린이보호구역 등 총 개소이며 오는 일부터 개월간 시범운영계도 기간을 이륜차를 포함한 모든 차량의 후면번호판을 촬영할 수 있어 교통사고 예방에 도움이 될 것이라고 말했다
경남도지사, <b>어린이 교통사고</b> 제로화 촉진대회 참석자 격려,https://www.wikitree.co.kr/articles/900027,경남위키트리 최학봉 선임기자 박완수 경상남도지사는 일 오전 도청 신관 대강당에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다 이번 대회는 도내 
박완수 경남지사, <b>어린이 교통사고</b> 제로화 촉진대회 참석…회원들 격려,http://www.newspim.com/news/view/20231106000840,경남도는 박완수 지사가 일 오전 도청 신관 대강당에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다고 밝혔다 박완수 경남지사가 일 오전 도청 신관 
온몸 던져 <b>사고</b> 막은 광산구 공무원 화제,http://www.gjdream.com/news/articleView.html?idxno=635746,사고 없는 대회 운영을 위해 필수적인 교통 지도 업무를 담당했다 개막 다음날인 일 저녁 시 무렵에도 그는 행사장에서 근무 중이었다 그 때 행사장 주변 도로에서 주행 중인 승합차 앞으로 살 어린이가 킥보드를 타고 
박완수 경남도지사 &quot;<b>어린이 교통사고</b> 없도록 힘쓸 것&quot;,https://www.cnbnews.com/news/article.html?no=627503,박완수 경남도지사가 일 도청에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 인사말을 하고 있다 사진경남도 제공 박완수 경남도지사는 일 오전 도청 신관 대강당에서 열린 년 어린이 교통사고 
구미시, <b>교통</b>안전정책 심의 실무위원회 개최,http://www.ksmnews.co.kr/news/view.php?idx=453287,회의에서는 년 구미시 교통안전시행계획 추진 중간보고 교통사고 다발지점개소 개선안 협의 어린이보호구역 시간제 가변 속도 운영 계획 등 교통사고 예방과 안전대책에 대해 논의했다최근 이슈인 난폭굉음 
박완수 지사, <b>어린이 교통사고</b> 제로화 촉진대회 참석,http://www.gnnews.co.kr/news/articleView.html?idxno=538359,박완수 경남도지사는 일 도청 신관 대강당에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다 이번 대회는 도내 유관기관과 협력해 교통안전 지도활동 등 
광주 남부경찰, <b>어린이 교통사고</b> 예방 캠페인 실시,http://www.jnilbo.com/71916980305,광주 남부경찰서장 문병조은 일 광주 남구 효덕초등학교 정문에서 등굣길 어린이 교통사고 예방 및 안전한 교통환경 조성을 위한 캠페인을 실시했다 이날 캠페인에는 남부경찰 관계자 및 효덕초등학교장 
가평경찰서, 가평초 <b>어린이</b>보호구역서 안전한 통학로 캠페인 활동,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1057211,기호일보  아침을 여는 신문  가평경찰서는 일 가평초등학교 정문 어린이보호구역 일대에서 어린이 교통사고 예방을 위한 합동 캠페인을 실시했다 이번 캠페인에는 가평경찰서와 가평군청 가평교육지원청 
[단독]소아청소년과 과실없는 의료<b>사고</b>, 국가가 보상,https://n.news.naver.com/mnews/article/020/0003529016?sid=102,수도권의 한 어린이병원장은 분초를 다투는 아이를 어떻게든 살리려다 보면 사소한 실수가 나올 수 있다 불의의 교통사고에 대비해 운전자의 보험 가입이 의무인 것과 같은 이치다 캐나다는 의료배상 책임보험 
인천 동구, '<b>어린이</b> 통학로 <b>교통</b>안전 캠페인' 진행,http://www.asiaa.co.kr/news/articleView.html?idxno=146963,김 동구청장은 우리 구는 년 기준 어린이 보호구역 내 세미만 교통사고 제로를 이미 달성하였다며 지속적으로 어린이 통학로 현장점검과 캠페인을 실시해 우리 아이들이 안전하게 등하교 할 수 있는 교통안전 
인천 동구, <b>어린이</b> 통학로 <b>교통</b>안전 캠페인 전개,https://www.jeonmae.co.kr/news/articleView.html?idxno=992852,김 구청장은 구는 작년 기준 어린이 보호구역 내 세 미만 교통사고 제로를 이미 달성했다며 지속적으로 어린이 통학로 현장점검과 캠페인을 실시 아이들이 안전하게 등하교할 수 있는 교통안전 환경을 
박완수 도지사, <b>어린이 교통</b>안전 대회서 녹색어머니회원 격려,https://www.newscj.com/news/articleView.html?idxno=3079179,박완수 경상남도지사가 일 오전 신관 대강당에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다 이번 대회는 도내 유관기관과 협력해 교통안전 지도활동 등 어린이의 
가평군 “<b>어린이</b>와 보행자들이 안심할 수 있는 보행환경 조성하겠다”,https://n.news.naver.com/mnews/article/016/0002222268?sid=100,이곳은 가평초등학교 인근 어린이보호구역 내 도로로 최근 년간 부상자가 명에 이르는 등 교통사고가 잦은 지점으로 교통약자 보호 및 사고 예방시스템 설치가 필요해 왔다 이와 함께 군은 어린이 보호구역 인근 
<b>어린이</b> 전치 1주에도…스쿨존 <b>교통사고</b> 운전자 '무죄',https://n.news.naver.com/mnews/article/015/0004910382?sid=102,어린이보호구역스쿨존에서 후진을 하다가 어린이를 다치게 한 대 운전자가 항소심에서 무죄를 인정 심 재판부는 씨의 과실이 사고 원인이라고 인정했지만 군의 부상을 형법상 상해로까지 볼 수는 없다고 결론 
스쿨존 <b>사고</b>로 <b>어린이</b> 전치 1주 상해..&quot;과실은 인정되지만 무죄&quot;,https://n.news.naver.com/mnews/article/660/0000048554?sid=102,기대하기는 어려워 피고인의 과실은 인정된다고 전제하면서도 진단서에 적힌 내용만으로는 피해자가 상해를 입었다고 쉽게 단정하기 어렵다고 양형 이유를 밝혔습니다 사건사고 스쿨존 어린이보호구역 교통사고
진안경찰서, <b>어린이</b>통학차량 운영자 <b>교통</b>안전 교육,http://www.jeollailbo.com/news/articleView.html?idxno=710654, 시행 등 보행자 안전이 강화된 개정 도로교통법 시행 내용과 최근 진안군 관내 교통사고 발생사례 등을 교육했다 특히 이번 교육대상자들이 어린이 통학차량 운영자 운전자 등 직접적인 당사자들인만큼 어린이 
박완수 지사 <b>어린이 교통사고</b> 제로화 촉진대회 참석자 격려,http://www.gndomin.com/news/articleView.html?idxno=371550, 박완수 경남도지사는 일 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다 경남도 박완수 경남도지사는 일 오전 도청 신관 대강당에서 열린 년 어린이 교통사고 
대전경찰청, 이륜차 단속 '후면 무인<b>교통</b>단속장비' 시범운영,https://www.jeonmae.co.kr/news/articleView.html?idxno=992750,건양대병원가수원 어린이보호구역 등 총 개소이며 오는 일부터 개월간 시범운영계도 기간을 거쳐 내년 월 일부터 단속에 들어갈 예정이다 대전경찰청은 대전시교통정책과와 함께 이륜차 사고 예방 
가평경찰서, <b>교통사고</b> 예방을 위한 민관합동 캠페인,http://www.joongboo.com/news/articleView.html?idxno=363619672,가평경찰서가 일 어린이 교통사고 예방을 위한 민관 합동 캠페인을 실시하며 참여자들과 함께 사진 촬영을 하고 있다 사진가평경찰서 가평경찰서가 최근 가평초등학교 정문 어린이보호구역 일대에서 어린이 교통사고 
동해시 젖줄 전천에 '<b>어린이 교통</b>광장'…쌍용C&amp;E 지역상생사업,https://n.news.naver.com/mnews/article/001/0014295750?sid=102,시와 쌍용는 억원을 들여 어린이 교통사고 예방안전 교통문화 정착을 위해 어린이 놀이터 및 교통 체험시설 공사를 시작해 최근 준공했다 어린이 교통광장은 천 면적에 신호등 파고라 곳 철도 건널목 
박완수 경남도지사, <b>어린이 교통사고</b> 제로화 촉진대회 참석,https://www.asiatoday.co.kr/view.php?key=20231106010003424,사고 예방선진교통 문화 정착 위해 박완수 경남도지사는 일 오전 도청 신관 대강당에서 열린 년 어린이 교통사고 제로화 촉진대회에 참석해 경남녹색어머니연합회 회원들을 격려했다이번 대회는 도내 유관기관과 
가평군, <b>교통</b>약자 보행환경개선…사업비 5억 8천만 원 투입,https://www.kmaeil.com/news/articleView.html?idxno=424070,이곳은 가평초등학교 인근 어린이보호구역 내 도로로 최근 년간 부상자가 명에 이르는 등 교통사고가 잦은 지점으로 교통약자 보호 및 사고 예방시스템 설치가 필요해 왔다 이와 함께 군은 어린이 보호구역 인근 
강동구, <b>어린이</b>보호구역 7곳에 과속단속카메라 설치,https://n.news.naver.com/mnews/article/003/0012183146?sid=102,대로 총 대의 과속단속카메라를 설치운영하게 된다 윤희은 강동구 교통행정과장은 앞으로도 강동구는 과속으로 인한 어린이 교통사고를 예방하고 안전한 등하굣길 조성을 위해 지속적으로 노력하겠다고 말했다
보행자 중상해 <b>교통사고</b> 최다 지역은 '영등포구 경인동물의료센터' 부근,https://www.safetynews.co.kr/news/articleView.html?idxno=225601,최근 년간 보행중 교통사고로 인해 사망 또는 중상사고가 가장 많이 발생한 곳은 서울시 영등포구 공단선교어린이집 부근 경기 하남시 신장동신장사거리 부근 경기 광주시 경안동광주열린의원 부근이 건 
가평군, <b>교통</b>약자 안전 보행환경 조성에 5억 8000만 원 투입,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1057240,이곳은 가평초등학교 인근 어린이보호구역 내 도로로 최근 년간 부상자가 명에 이르는 등 교통사고가 잦은 지점으로 교통약자 보호 및 사고 예방시스템 설치가 필요해 왔다 이와 함께 군은 어린이 보호구역 인근 
<b>어린이</b> 통학버스 안전교육, 주말까지 확대된다면?,http://www.cmbdj.co.kr/ab-991-25576,대전경찰청의 최근 년 간 어린이 통학버스 교통사고 통계에 따르면 년도에 총 건으로 전년대비 두 배 이상 증가했습니다 동승자 의무 탑승과 전 좌석 안전벨트 착용 등 도로교통법 개정으로 안전기준이 
음주운전 <b>사고</b> 당한 60대 父, CCTV 본 자녀들 분노한 이유는(한블리),https://n.news.naver.com/mnews/article/609/0000789661?sid=106,월 일 방송되는 대한민국 교통사고 제로 챌린지  한문철의 블랙박스 리뷰이하 한블리에는 라잇썸 이날 한문철 변호사가 공개한  영상 속에는 이른 새벽 시간 대전의 한 초등학교 인근 어린이보호구역 
동해시, 젖줄 전천에 ‘<b>어린이 교통</b>광장’ 준공!,https://n.news.naver.com/mnews/article/468/0000995494?sid=102,사진|동해시청 시는 쌍용와 협업을 통해 억 원의 사업비를 투자하여 어린이 교통사고 예방 및 안전 교통문화 정착을 위해 지난 월 어린이 놀이터 및 교통체험시설 공사를 착공하여 월 준공했다 이어 가로등 및 
김해시, 도심 <b>교통</b>안전시설 정비…<b>교통</b>환경 개선,https://n.news.naver.com/mnews/article/003/0012175923?sid=102,어린이 보행자 안전차단기 횡단보도 구조 개선 바닥형 보행신호등 보행자 교통사고 방지시스템 무인단속주정차카메라 등 교통안전시설 설치로 보행자 교통사고를 대폭 감소시키고 어린이 보호구역 등 교통약자 
이은림 서울시의원, &quot;<b>어린이</b>공원 주차장 결정시 안전 문제 각별히 신경 써야&quot;,https://www.onews.tv/news/articleView.html?idxno=187022,이에 이은림 의원은 어린이의 행동 특성상 발생하는 교통사고 대부분이 대형 인명사고로 이어지고 있다라며 공원의 조성과 관리 책임이 있는 푸른도시여가국에서 어린이 행동 특성 공원의 성격을 등한시한 채 
박완수 도지사, <b>어린이 교통사고</b> 제로화 촉진대회 참석자 격려,https://www.ajunews.com/view/20231106180715663,경남녹색어머니연합회 회원 등 여 명 참석 어린이 교통사고 예방과 선진교통 문화 정착 위해 대회 마련 아주경제창원손충남 기자  년 어린이 교통사고 제로화 촉진대회에 참석해 
동해 전천에 <b>어린이 교통</b>광장 조성,https://n.news.naver.com/mnews/article/087/0001003512?sid=102,장인대 시 건설과장은 동해시의 젖줄인 전천을 이용하는 시민들의 여가활동은 물론 어린이 교통사고 예방을 위해 조성된 어린이 교통광장이 인근 여가시설과 함께 전천 친수공간 활성화에 중요한 역할을 할 것으로 
스쿨존 횡단보도 <b>교통사고</b> 운전자 징역 6개월,http://www.kukinews.com/newsView/kuk202311060007,스쿨존어린이보호구역 내 횡단보도를 건너던 어린이를 치어 다치게 한 운전자에게 실형이 선고됐다 일 연합뉴스에 따르면 울산지법 형사부는 특정범죄 가중처벌 등에 관한 법률 위반어린이보호구역 치상 혐의로 
포항남부署 '경북경찰청 <b>교통</b>업무 평가' 베스트 <b>교통</b>팀 선정,http://www.kbmaeil.com/news/articleView.html?idxno=974395,남부서는 음주음전 및 이륜차 특별 단속 어린이보호구역 내 교통안전 시설물 개선 교통약자어린이어르신 대상 집중 교육 및 홍보 등 교통사고 예방에 전력을 기울여 최근 년 대비 교통 사망사고 감소율을  
동해시, 전천 일대에 <b>어린이 교통</b>광장 조성,http://news.lghellovision.net/news/articleView.html?idxno=442064,어린이 교통광장은 지난 년 쌍용 와 함께 예산 억 원을 투입해 어린이 교통사고 예방과 안전 교육 등을 위해 어린이 놀이터와 교통체험시설이 설치됐습니다 동해시는 또 오는 년까지 억 원의 예산을 
동해시 젖줄 전천에 <b>어린이 교통</b>광장 조성 '눈길',https://n.news.naver.com/mnews/article/002/0002305805?sid=102,시는 쌍용와 협업을 통해 억 원의 사업비를 투자해 어린이 교통사고 예방 및 안전 교통문화 정착을 위해 지난 월 어린이 놀이터과 교통체험시설 공사를 착공해 지난달 준공했다 이어 가로등 및 제방진입로 설치 
제일 안전한 곳에 '쿵'?…황당한 오토바이·차량 추돌 <b>사고</b> [아차車],https://n.news.naver.com/mnews/article/015/0004909490?sid=102,최근 교통사고 전문 한문철 변호사가 운영하는 유튜브 채널 한문철 에는 오토바이 사고를 당시 씨는 차로에서 시속  미만으로 운전해야 하는 어린이 보호구역을 지나고 있었다 차로에는 오토바이 대가 씨 
신양초 강태금 학생, 경남<b>교통</b>안전포스터 당당히 '1위',http://www.yangsanilbo.com/news/articleView.html?idxno=101871,통해 교통사고로부터 어린이들 뿐만 아니라 도민의 생명과 재산을 보호하고 안전하고 행복한 경남을 만드는 데 적극적으로 노력할 계획이라고 밝혔다 대상을 차지한 강태금 학생은 항상 횡단보도는 신호가 바뀌면 
꽁초 버리려 손 뻗다 '쿵'…&quot;한방병원 입원한다네요&quot; [아차車],https://n.news.naver.com/mnews/article/015/0004908096?sid=102,최근 교통사고 전문 한문철 변호사가 운영하는 유튜브 채널 한문철 에는 인도에 있던 사람이 담배꽁초 씨는 당시 상황에 대해 회사 직원이 어린이 보호 차량 주행 중 반대편에 차가 와서 인도 쪽으로 붙어서 
동해시, 전천에 <b>어린이 교통</b>광장 조성,http://www.shinailbo.co.kr/news/articleView.html?idxno=1778978,시는 쌍용와 협업을 통해 억 원의 사업비를 투자하여 어린이 교통사고 예방 및 안전 교통문화 정착을 위해 지난 월 어린이 놀이터 및 교통체험시설 공사를 착공하여 월 준공했다 이어 가로등 및 제방진입로 설치 
대전시의회 김영삼의원, <b>어린이</b> 통학버스 운전 자격 국가자격증 제도 신설 건...,http://www.gocj.net/news/articleView.html?idxno=130827,김영삼 의원 건의안 제안 설명에서 최근 년 간 어린이 교통사고는 약 만여건에 이르고 사고로 인한 사망자도 명이나 발생하는 등 어린이들의 교통안전이 여전히 위협받고 있는 상황 이라고 전하고 아이들의 안전을 
동해시, 젖줄 전천에 <b>어린이 교통</b>광장 조성,http://www.enewstoday.co.kr/news/articleView.html?idxno=2051653,시는 쌍용와 협업을 통해 억 원 사업비를 투자해 어린이 교통사고 예방 및 안전 교통문화 정착을 위해 지난 월 어린이 놀이터 및 교통체험시설 공사를 착공해 월 준공했다 이어 가로등 및 제방진입로 설치 등 
보행 <b>교통사고</b> 줄이려면 환경부터 개선해야… 제7회 보행안전국제세미나 개최,https://www.safetynews.co.kr/news/articleView.html?idxno=225593,오 원장은 년대 연간 교통사고 사망자가 만명이었던 한국이 지금은 명까지 떨어질 정도로 엄청난 노력을 하고 효과를 봤으나 한편으로는 어린이와 고령자의 보행 사망자 수는 더 늘고 있다는 얘기를 들었다며 
동해시, 전천 일원 '<b>어린이 교통</b>광장' 조성 완료,http://www.kukinews.com/newsView/kuk202310300132,이에 따라 동해시는 쌍용와 협업을 통해 억 원의 사업비를 투자하여 어린이 교통사고 예방 및 안전 교통문화 정착을 위해 지난 월 어린이 놀이터 및 교통체험시설 공사를 착공하여 월 준공했다 이어 가로등 및 
한국의 <b>교통</b>안전 교육 시스템, 인도네시아에 전파된다,https://www.safetynews.co.kr/news/articleView.html?idxno=225520,어린이 교통사고 사망자 감축에 기여했던 한국의 교통안전 교육 시스템이 인도네시아에 전파된다 허억 가천대 교수는 일 한국을 방문한 인도네시아의 리타 기상청 장관을 만나 어린이 교통사고 사망자 감소 기법을 
미쉐린코리아 '<b>어린이 교통</b>안전 캠페인' 전개,https://www.econovill.com/news/articleView.html?idxno=631755,미쉐린코리아가 어린이 교통사고 예방을 위해 어린이 교통안전 캠페인을 전개한다고 일 밝혔다 미쉐린코리아는 매년 어린이의 도로 위 안전을 위해 어린이 교통안전 캠페인을 지속적으로 펼쳐왔다 올해는 자사의 
